,reviews,Subjectivity,Polarity,Analysis
162,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
163,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
164,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
165,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
166,Quit working??,0.0,0.0,neutral
167,Alexa displays red and tries to set up but fails now for days. There is not APP anywhere for Windows 10.,0.2333333333333333,-0.19999999999999998,Negative
168,Is a excellent Amazon Alexa,1.0,1.0,Positive
169,Not working on my fire tv why,0.0,0.0,neutral
170,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
171,"Not reliable, works one day then not the next!",0.0,0.0,neutral
172,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
173,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
174,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
175,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
176,Quit working??,0.0,0.0,neutral
177,Alexa displays red and tries to set up but fails now for days. There is not APP anywhere for Windows 10.,0.2333333333333333,-0.19999999999999998,Negative
178,Is a excellent Amazon Alexa,1.0,1.0,Positive
179,Not working on my fire tv why,0.0,0.0,neutral
180,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
181,"Not reliable, works one day then not the next!",0.0,0.0,neutral
182,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
183,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
184,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
185,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
